3.800000000000000000e+02,1.992909734065877701e-03,2.053811699192958744e-03,-1.911634257043622444e-03,1.911634257043622444e-03,-1.019261032981532474e-04,-3.510530759994615405e-04,5.814336193545916083e-04,-5.735830222276135353e-04,-4.670242835896516731e-04,9.934367611719478394e-05
3.810000000000000000e+02,2.211492343707438610e-03,2.203119073811101673e-03,-2.123042286431255782e-03,2.123042286431255782e-03,-3.470816136931682838e-05,-6.184959784928346568e-04,7.263052697492307710e-04,-6.455396328486776372e-04,-4.430789248090441935e-04,2.830680680384581489e-04
3.820000000000000000e+02,2.233631487112180264e-03,2.237140708743213732e-03,-2.146539119260746937e-03,2.146539119260746937e-03,-1.790506965921321095e-05,-5.427782101326520010e-04,8.989999497877273517e-04,-4.919858341704652464e-04,-3.330261249286821379e-04,5.445568359922475093e-04
3.830000000000000000e+02,2.074123222867413092e-03,2.027396130363936979e-03,-1.993680760856828774e-03,1.993680760856828774e-03,-1.801221383809291192e-04,-4.603381196810656453e-04,6.172415354226100381e-04,-3.853837458455758314e-04,-2.861127514678276761e-04,5.124256958543879463e-04
3.840000000000000000e+02,1.665903356270780717e-03,1.948019388850565732e-03,-1.601638269717485172e-03,1.601638269717485172e-03,2.237581589554743337e-04,-8.742131616819954695e-05,7.213161001280853513e-04,-7.051936475793393368e-05,-2.882621570244768214e-06,6.603032141541049279e-04
3.850000000000000000e+02,1.714023196510992874e-03,2.044405465972899162e-03,-1.650121587452987567e-03,1.650121587452987567e-03,1.598071627521967936e-04,-1.448389157254171503e-04,4.260588146972053066e-04,8.672060808401454816e-05,-1.899526491300107707e-04,1.047725741764231637e-03
3.860000000000000000e+02,1.665544689218233189e-03,1.993013283319691135e-03,-1.602398032000502395e-03,1.602398032000502395e-03,-8.613854412399600362e-05,-2.699241396129741215e-04,7.224939275098248535e-05,1.070008631943941083e-04,-6.524350773443239083e-05,9.054429664454171928e-04
3.870000000000000000e+02,1.817213209693275579e-03,1.983825539841855071e-03,-1.746986102121916677e-03,1.746986102121916677e-03,-3.017819853033411846e-04,-2.583014842108789181e-04,-6.553306796782103899e-05,6.321155966477012313e-05,2.828615324412071461e-05,7.777161258304590274e-04
3.880000000000000000e+02,1.956553299320415006e-03,2.020765784621721649e-03,-1.878458150460720223e-03,1.878458150460720223e-03,-3.364418268436710456e-04,-1.387963944221469112e-04,-2.198049900756725815e-04,7.504780220221910977e-05,1.827950584193599806e-05,8.913585600153670595e-04
3.890000000000000000e+02,1.888859991398419850e-03,2.268499528125993668e-03,-1.814270325154224064e-03,1.814270325154224064e-03,-1.173512809674948434e-04,-3.052712448854636579e-04,-2.718627341320200338e-04,9.684393863278162838e-05,8.145774239261445449e-06,6.772448773131520532e-04
3.900000000000000000e+02,1.980065716262407929e-03,2.226505891973892468e-03,-1.901418251851535708e-03,1.901418251851535708e-03,-3.178006465681798825e-04,-4.798698879230063434e-04,-3.243555036456775929e-04,-2.379680010023994124e-05,-1.679422446648132835e-04,6.247405228626576150e-04
3.910000000000000000e+02,1.970314321699370621e-03,2.063269103681824364e-03,-1.893741834575184135e-03,1.893741834575184135e-03,-3.100365648198977458e-04,-4.344928859859637123e-04,-3.257492043437122675e-04,-7.138967313063786235e-05,-2.726101820198574728e-04,2.140123026472743988e-04
